;ann_to_longer;ann_to_shorter;announcements;as_path_avg;as_path_max;class;dups;edit_distance_avg;edit_distance_dict_0_;edit_distance_dict_10_;edit_distance_dict_11_;edit_distance_dict_12_;edit_distance_dict_13_;edit_distance_dict_14_;edit_distance_dict_15_;edit_distance_dict_16_;edit_distance_dict_17_;edit_distance_dict_18_;edit_distance_dict_19_;edit_distance_dict_1_;edit_distance_dict_20_;edit_distance_dict_21_;edit_distance_dict_22_;edit_distance_dict_23_;edit_distance_dict_24_;edit_distance_dict_25_;edit_distance_dict_2_;edit_distance_dict_3_;edit_distance_dict_4_;edit_distance_dict_5_;edit_distance_dict_6_;edit_distance_dict_7_;edit_distance_dict_8_;edit_distance_dict_9_;edit_distance_max;edit_distance_unique_dict_0_;edit_distance_unique_dict_10_;edit_distance_unique_dict_11_;edit_distance_unique_dict_12_;edit_distance_unique_dict_13_;edit_distance_unique_dict_14_;edit_distance_unique_dict_15_;edit_distance_unique_dict_16_;edit_distance_unique_dict_17_;edit_distance_unique_dict_18_;edit_distance_unique_dict_19_;edit_distance_unique_dict_1_;edit_distance_unique_dict_20_;edit_distance_unique_dict_21_;edit_distance_unique_dict_22_;edit_distance_unique_dict_23_;edit_distance_unique_dict_24_;edit_distance_unique_dict_25_;edit_distance_unique_dict_2_;edit_distance_unique_dict_3_;edit_distance_unique_dict_4_;edit_distance_unique_dict_5_;edit_distance_unique_dict_6_;edit_distance_unique_dict_7_;edit_distance_unique_dict_8_;edit_distance_unique_dict_9_;flaps;imp_wd_dpath;imp_wd_spath;nadas;news;number_rare_ases;origin_0_;origin_1_;origin_2_;origin_changes;rare_ases_avg;rare_ases_max;timestamp;timestamp2;unique_as_path_avg;unique_as_path_max
110;1127;1297;6506;2;16;0;375;1.4078862314156433;2379;40;11;0;0;0;0;0;0;0;0;1525;0;0;0;0;0;0;1138;615;222;76;70;69;13;30;11;2379;40;11;0;0;0;0;0;0;0;0;1525;0;0;0;0;0;0;1138;615;222;76;70;69;13;30;258;3336;1602;617;277;13;2182;0;432;117;0.0019981555487242546;1;2001-09-20 09:19:35;1000977575;2;10
111;1338;1418;7978;5;14;0;870;1.386892177589852;3006;3;1;0;0;0;0;0;0;0;0;1979;0;0;0;0;0;0;981;790;339;222;131;54;44;18;11;3006;3;1;0;0;0;0;0;0;0;0;1979;0;0;0;0;0;0;981;790;339;222;131;54;44;18;368;4136;1664;530;384;8;2983;0;328;224;0.0010025062656641604;1;2001-09-20 09:24:35;1000977875;5;10
112;1418;1476;7329;6;14;0;447;1.3923657345761207;2500;2;4;0;0;0;0;0;0;0;0;1885;0;0;0;0;0;0;982;616;434;183;88;52;10;3;11;2500;2;4;0;0;0;0;0;0;0;0;1885;0;0;0;0;0;0;982;616;434;183;88;52;10;3;291;3469;1570;982;440;6;2131;0;300;52;0.0008185538881309686;1;2001-09-20 09:29:35;1000978175;6;12
113;1274;1546;8947;7;13;0;672;1.233255147250456;2307;1;0;0;0;0;0;0;0;0;0;2982;0;0;0;0;0;0;1335;729;141;68;80;21;6;4;10;2307;1;0;0;0;0;0;0;0;0;0;2982;0;0;0;0;0;0;1335;729;141;68;80;21;6;4;321;4939;1207;535;1258;14;2586;13;236;388;0.0015647703140717558;1;2001-09-20 09:34:35;1000978475;4;10
114;1777;1489;8050;4;17;0;408;1.6857294853038969;2804;40;8;4;0;0;1;1;0;0;0;1822;0;0;0;0;0;0;1104;660;229;312;263;178;39;54;16;2804;40;8;4;0;0;1;1;0;0;0;1822;0;0;0;0;0;0;1104;660;229;312;263;178;39;54;309;4084;1956;762;439;1;2603;9;319;173;0.00012422360248447205;1;2001-09-20 09:39:35;1000978775;4;11
115;856;1063;5386;4;16;0;627;1.5152382900388628;1754;13;3;1;1;0;0;0;0;0;0;1432;0;0;0;0;0;0;737;384;154;86;197;91;27;9;13;1754;13;3;1;1;0;0;0;0;0;0;1432;0;0;0;0;0;0;737;384;154;86;197;91;27;9;258;2686;764;554;479;4;2020;0;331;234;0.0007426661715558856;1;2001-09-20 09:44:35;1000979075;4;14
116;1988;1284;7850;6;14;0;444;1.483987747145642;2478;1;0;1;0;0;0;0;0;0;0;1989;0;0;0;0;0;0;1066;744;569;141;86;79;19;9;12;2478;1;0;1;0;0;0;0;0;0;0;1989;0;0;0;0;0;0;1066;744;569;141;86;79;19;9;401;3850;1394;1093;536;0;2056;0;369;276;0.0;0;2001-09-20 09:49:35;1000979375;6;12
117;1446;1839;7301;3;12;0;366;1.7328221763491596;2406;3;0;0;0;0;0;0;0;0;0;1660;0;0;0;0;0;0;904;537;403;417;265;140;47;0;10;2406;3;0;0;0;0;0;0;0;0;0;1660;0;0;0;0;0;0;904;537;403;417;265;140;47;0;192;3796;1717;711;485;5;2423;0;321;222;0.0006848376934666484;1;2001-09-20 09:54:35;1000979675;3;10
118;1203;1279;10513;6;16;0;549;1.2447800977343404;3982;1;0;0;1;0;0;0;0;0;0;2464;0;0;0;0;0;0;944;752;257;229;237;119;13;5;13;3982;1;0;0;1;0;0;0;0;0;0;2464;0;0;0;0;0;0;944;752;257;229;237;119;13;5;298;4507;3034;616;1455;5;2364;0;363;335;0.0004755564009891573;1;2001-09-20 09:59:35;1000979975;4;10
119;1311;1311;10515;5;19;0;596;1.1652320174136737;4130;30;8;15;0;0;1;1;0;0;0;3775;0;0;0;0;0;0;960;477;185;174;154;96;63;38;16;4130;30;8;15;0;0;1;1;0;0;0;3775;0;0;0;0;0;0;960;477;185;174;154;96;63;38;411;5369;2947;784;373;13;2525;0;236;84;0.0012363290537327628;1;2001-09-20 10:04:35;1000980275;5;16
120;1113;1524;6792;4;17;0;250;1.4717470191809228;2080;11;2;1;0;0;0;0;0;0;0;1477;0;0;0;0;0;0;950;703;211;172;110;45;17;8;12;2080;11;2;1;0;0;0;0;0;0;0;1477;0;0;0;0;0;0;950;703;211;172;110;45;17;8;266;3342;1449;480;967;12;2150;0;259;87;0.001766264350897851;1;2001-09-20 10:09:35;1000980575;4;17
121;1072;1491;5914;7;15;0;332;1.7582938388625593;1726;2;10;15;0;0;0;0;0;0;0;1638;0;0;0;0;0;0;830;351;166;451;116;108;43;30;12;1726;2;10;15;0;0;0;0;0;0;0;1638;0;0;0;0;0;0;830;351;166;451;116;108;43;30;181;3464;1139;370;382;7;1758;0;193;106;0.0011836320595197836;1;2001-09-20 10:14:35;1000980875;5;10
122;925;865;5111;4;16;0;598;1.3035130718954249;2280;3;0;0;0;0;0;0;0;0;0;1046;0;0;0;0;0;0;589;367;347;113;63;24;48;16;10;2280;3;0;0;0;0;0;0;0;0;0;1046;0;0;0;0;0;0;589;367;347;113;63;24;48;16;168;2254;1428;448;209;6;1781;0;158;122;0.0011739385638818234;1;2001-09-20 10:19:35;1000981175;4;12
123;1954;1804;8756;6;14;0;451;1.5516989404457435;3086;7;4;0;0;0;0;0;0;0;0;2020;0;0;0;0;0;0;1239;798;355;239;225;150;72;16;11;3086;7;4;0;0;0;0;0;0;0;0;2020;0;0;0;0;0;0;1239;798;355;239;225;150;72;16;220;4396;2321;823;534;3;2269;0;300;175;0.00034262220191868436;1;2001-09-20 10:24:35;1000981475;4;11
124;2570;2105;9662;8;15;0;362;1.689297124600639;2784;7;1;1;0;0;0;0;0;0;0;2414;0;0;0;0;0;0;1486;661;325;609;384;50;34;8;12;2784;7;1;1;0;0;0;0;0;0;0;2414;0;0;0;0;0;0;1486;661;325;609;384;50;34;8;183;5496;2102;621;840;67;2841;0;358;189;0.006922202706891208;1;2001-09-20 10:29:35;1000981775;5;10
125;666;1264;5346;4;16;0;267;1.2138177486599167;2260;7;4;0;0;0;0;0;0;0;0;1351;0;0;0;0;0;0;593;353;156;189;73;19;24;8;11;2260;7;4;0;0;0;0;0;0;0;0;1351;0;0;0;0;0;0;593;353;156;189;73;19;24;8;259;2465;1652;394;295;10;1961;0;216;67;0.0018705574261129816;1;2001-09-20 10:34:35;1000982075;4;12
126;1465;1383;6619;4;17;0;379;1.4727152098192071;2005;4;8;2;1;2;0;0;0;0;0;1983;0;0;0;0;0;0;902;476;207;136;202;66;26;9;14;2005;4;8;2;1;2;0;0;0;0;0;1983;0;0;0;0;0;0;902;476;207;136;202;66;26;9;293;3677;1268;412;578;7;2405;0;358;132;0.0010575615651911164;1;2001-09-20 10:39:35;1000982375;4;10
127;1218;1066;5536;3;15;0;405;1.3798583189737699;1885;1;0;0;6;0;0;0;0;0;0;1604;0;0;0;0;0;0;876;367;120;57;262;36;8;1;13;1885;1;0;0;6;0;0;0;0;0;0;1604;0;0;0;0;0;0;876;367;120;57;262;36;8;1;205;3052;1177;384;299;8;2157;0;209;76;0.001444043321299639;1;2001-09-20 10:44:35;1000982675;3;10
128;2212;974;6778;4;18;0;337;1.276661040355992;2297;4;0;0;0;0;0;0;0;0;0;2330;0;0;0;0;0;0;921;493;148;69;153;61;22;19;10;2297;4;0;0;0;0;0;0;0;0;0;2330;0;0;0;0;0;0;921;493;148;69;153;61;22;19;331;4019;1538;292;252;0;2252;0;232;68;0.0;0;2001-09-20 10:49:35;1000982975;4;12
129;1610;2777;8405;5;13;0;599;1.292311501795221;2797;0;0;0;0;0;0;0;0;0;0;2769;0;0;0;0;0;0;1297;557;231;174;184;43;20;5;9;2797;0;0;0;0;0;0;0;0;0;0;2769;0;0;0;0;0;0;1297;557;231;174;184;43;20;5;168;4976;1901;433;316;0;2951;0;313;168;0.0;0;2001-09-20 10:54:35;1000983275;5;11
130;1253;1370;6909;3;15;0;642;1.301363422661025;2734;5;0;2;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;1153;340;134;307;152;20;25;9;12;2734;5;0;2;0;0;0;0;0;0;0;1500;0;0;0;0;0;0;1153;340;134;307;152;20;25;9;217;3099;1756;667;509;7;2345;15;473;246;0.0010131712259371835;1;2001-09-20 10:59:35;1000983575;3;10
131;5149;2117;16065;3;18;0;866;1.3828548212351028;5135;2;6;8;6;0;8;0;0;0;0;4820;0;0;0;0;0;0;2162;1337;421;287;378;116;50;32;15;5135;2;6;8;6;0;8;0;0;0;0;4820;0;0;0;0;0;0;2162;1337;421;287;378;116;50;32;330;8892;3777;903;1192;51;3322;0;471;702;0.0031746031746031746;1;2001-09-20 11:04:35;1000983875;3;10
132;1262;2079;7143;3;18;0;416;1.3744824413433523;2324;4;1;12;22;2;0;6;0;0;0;2133;0;0;0;0;0;0;945;502;263;123;146;23;10;5;16;2324;4;1;12;22;2;0;6;0;0;0;2133;0;0;0;0;0;0;945;502;263;123;146;23;10;5;216;3850;1533;506;602;15;2454;0;379;116;0.0020999580008399833;1;2001-09-20 11:09:35;1000984175;3;12
133;873;802;4792;6;18;0;299;1.3595606366285586;1682;0;4;0;5;0;0;0;0;0;0;1331;0;0;0;0;0;0;676;309;143;193;56;32;21;9;13;1682;0;4;0;5;0;0;0;0;0;0;1331;0;0;0;0;0;0;676;309;143;193;56;32;21;9;214;2489;1086;373;307;12;1650;0;242;96;0.0025041736227045075;1;2001-09-20 11:14:35;1000984475;6;11
134;720;1059;4971;3;18;0;378;1.2595354783720434;2073;3;1;0;0;5;0;0;0;0;0;1171;0;0;0;0;0;0;648;315;213;113;107;26;15;3;14;2073;3;1;0;0;5;0;0;0;0;0;1171;0;0;0;0;0;0;648;315;213;113;107;26;15;3;236;2131;1341;607;240;7;1792;0;303;87;0.001408167370750352;1;2001-09-20 11:19:35;1000984775;3;9
135;1007;909;5108;4;14;0;172;1.4275256222547583;1716;3;0;0;0;0;0;0;0;0;0;1501;0;0;0;0;0;0;685;290;221;157;131;29;36;12;10;1716;3;0;0;0;0;0;0;0;0;0;1501;0;0;0;0;0;0;685;290;221;157;131;29;36;12;235;2492;1199;683;313;1;1663;0;272;113;0.00019577133907595928;1;2001-09-20 11:24:35;1000985075;4;10
136;971;692;3785;3;15;0;205;1.3639135254988914;1346;3;0;0;0;0;0;0;0;0;0;870;0;0;0;0;0;0;759;271;219;77;37;9;9;8;10;1346;3;0;0;0;0;0;0;0;0;0;870;0;0;0;0;0;0;759;271;219;77;37;9;9;8;152;1945;924;382;156;2;1373;0;224;233;0.0005284015852047556;1;2001-09-20 11:29:35;1000985375;3;10
137;888;1029;4757;5;15;0;373;1.2937652540492568;1761;0;0;1;1;0;0;0;0;0;0;1173;0;0;0;0;0;0;827;351;169;135;63;12;13;1;13;1761;0;0;1;1;0;0;0;0;0;0;1173;0;0;0;0;0;0;827;351;169;135;63;12;13;1;265;2333;1014;522;238;9;1950;2;241;56;0.0018919487071683834;1;2001-09-20 11:34:35;1000985675;5;10
138;1602;2096;8825;7;16;0;366;1.8834431630971993;2400;7;12;35;26;7;2;8;0;0;0;1588;0;0;0;0;0;0;1142;839;511;369;234;35;45;24;16;2400;7;12;35;26;7;2;8;0;0;0;1588;0;0;0;0;0;0;1142;839;511;369;234;35;45;24;213;3857;1644;1204;1408;12;2804;0;333;109;0.0013597733711048158;1;2001-09-20 11:39:35;1000985975;4;10
139;2398;1659;11829;11;18;0;548;1.5568618321499244;3002;12;5;3;5;1;0;0;0;0;0;2213;0;0;0;0;0;0;1508;738;443;306;204;103;37;11;14;3002;12;5;3;5;1;0;0;0;0;0;2213;0;0;0;0;0;0;1508;738;443;306;204;103;37;11;253;4892;2085;813;3210;65;2896;3;513;125;0.00549496998901006;1;2001-09-20 11:44:35;1000986275;11;13
140;1980;1723;9356;7;19;0;220;1.4901635458639488;2953;5;2;0;0;0;0;0;0;0;0;2107;0;0;0;0;0;0;1710;771;285;336;126;76;49;18;11;2953;5;2;0;0;0;0;0;0;0;0;2107;0;0;0;0;0;0;1710;771;285;336;126;76;49;18;189;4852;2439;738;893;0;2178;0;295;146;0.0;0;2001-09-20 11:49:35;1000986575;5;12
141;1895;1389;7910;3;13;0;317;1.437351934719663;2733;14;0;0;0;0;0;0;0;0;0;1995;0;0;0;0;0;0;1286;746;391;267;106;43;13;4;10;2733;14;0;0;0;0;0;0;0;0;0;1995;0;0;0;0;0;0;1286;746;391;267;106;43;13;4;182;4358;2128;613;301;1;1909;0;259;114;0.00012642225031605562;1;2001-09-20 11:54:35;1000986875;3;12
142;1332;1395;6366;4;15;0;247;1.5909090909090908;1522;1;1;0;0;0;0;0;0;0;0;1433;0;0;0;0;0;0;1279;514;357;159;87;25;7;5;11;1522;1;1;0;0;0;0;0;0;0;0;1433;0;0;0;0;0;0;1279;514;357;159;87;25;7;5;290;3010;882;961;760;0;1771;0;282;174;0.0;0;2001-09-20 11:59:35;1000987175;4;11
143;2252;2289;11733;11;18;0;535;1.3520710059171597;4292;15;1;9;0;13;0;0;0;0;0;3146;0;0;0;0;0;0;1736;1516;335;202;109;35;75;8;14;4292;15;1;9;0;13;0;0;0;0;0;3146;0;0;0;0;0;0;1736;1516;335;202;109;35;75;8;418;6513;3208;818;188;35;3187;6;414;113;0.0029830392908889456;1;2001-09-20 12:04:35;1000987475;6;10
144;791;799;4214;5;16;0;203;1.3711010397227406;1295;0;0;0;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;647;340;183;81;20;16;21;18;9;1295;0;0;0;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;647;340;183;81;20;16;21;18;185;2077;817;469;424;11;1462;1;372;105;0.0026103464641670624;1;2001-09-20 12:09:35;1000987775;5;9
145;1464;1166;6024;4;13;0;252;1.6326390084351867;1923;2;0;0;0;0;0;0;0;0;0;1425;0;0;0;0;0;0;1103;386;404;382;157;13;10;4;10;1923;2;0;0;0;0;0;0;0;0;0;1425;0;0;0;0;0;0;1103;386;404;382;157;13;10;4;294;3444;1296;523;161;11;1899;1;407;166;0.0018260292164674634;2;2001-09-20 12:14:35;1000988075;4;10
146;1429;1485;6750;6;15;0;235;1.5994681735083929;1744;3;0;1;0;0;0;0;0;0;0;1625;0;0;0;0;0;0;1298;638;336;220;95;28;24;5;12;1744;3;0;1;0;0;0;0;0;0;0;1625;0;0;0;0;0;0;1298;638;336;220;95;28;24;5;265;3823;1140;554;637;40;2695;0;356;175;0.005925925925925926;1;2001-09-20 12:19:35;1000988375;5;10
147;1536;1485;5849;3;14;0;336;1.8319744771357676;1787;1;0;0;0;0;0;0;0;0;0;1277;0;0;0;0;0;0;1046;456;316;351;317;66;19;6;10;1787;1;0;0;0;0;0;0;0;0;0;1277;0;0;0;0;0;0;1046;456;316;351;317;66;19;6;189;3459;1179;479;177;6;2180;0;307;121;0.0010258163788681826;1;2001-09-20 12:24:35;1000988675;3;11
148;1378;1693;7300;6;13;0;387;1.649400058530875;2617;0;0;0;0;0;0;0;0;0;0;1383;0;0;0;0;0;0;1035;703;302;418;241;122;5;8;9;2617;0;0;0;0;0;0;0;0;0;0;1383;0;0;0;0;0;0;1035;703;302;418;241;122;5;8;382;2942;1685;1438;458;2;1982;0;355;662;0.000273972602739726;1;2001-09-20 12:29:35;1000988975;6;12
149;3181;2481;12120;5;13;0;1497;1.37972016183412;3630;27;0;0;0;0;0;0;0;0;0;4229;0;0;0;0;0;0;1644;1410;590;202;29;46;27;30;10;3630;27;0;0;0;0;0;0;0;0;0;4229;0;0;0;0;0;0;1644;1410;590;202;29;46;27;30;347;7555;1684;781;246;6;3187;0;317;708;0.0004950495049504951;1;2001-09-20 12:34:35;1000989275;5;11
150;1058;1127;4453;10;27;0;199;1.9524271844660195;1227;16;17;7;1;0;7;5;2;0;10;867;7;0;0;0;4;0;1105;349;166;89;90;51;75;25;24;1227;16;17;7;1;0;7;5;2;0;10;867;7;0;0;0;4;0;1105;349;166;89;90;51;75;25;224;2449;737;511;297;18;2155;0;308;138;0.004042218728946777;1;2001-09-20 12:39:35;1000989575;10;10
151;1445;1184;7283;10;16;0;491;1.3190562067929066;2860;25;18;15;2;0;0;0;0;0;0;1586;0;0;0;0;0;0;1143;505;167;147;64;45;59;18;13;2860;25;18;15;2;0;0;0;0;0;0;1586;0;0;0;0;0;0;1143;505;167;147;64;45;59;18;274;3260;1945;684;556;14;2607;0;319;131;0.0019222847727584787;1;2001-09-20 12:44:35;1000989875;5;12
152;1145;1417;8120;5;20;0;786;1.2599865501008742;3278;4;8;0;1;0;0;0;0;1;10;2004;8;2;0;0;0;0;1000;402;295;248;84;51;25;14;21;3278;4;8;0;1;0;0;0;0;1;10;2004;8;2;0;0;0;0;1000;402;295;248;84;51;25;14;439;3370;1800;1040;667;17;3081;9;302;129;0.0020935960591133003;1;2001-09-20 12:49:35;1000990175;5;12
153;1359;2174;9650;4;25;0;574;1.5125591554423008;3232;4;0;0;0;0;0;0;4;6;0;1902;0;1;0;0;0;0;1174;866;453;179;332;31;49;8;21;3232;4;0;0;0;0;0;0;4;6;0;1902;0;1;0;0;0;0;1174;866;453;179;332;31;49;8;708;3957;1643;1359;1386;57;2927;0;519;611;0.005906123717749456;2;2001-09-20 12:54:35;1000990475;4;12
154;1056;621;4482;5;27;0;357;1.2953416883423978;1771;19;0;0;0;0;0;0;0;0;0;1110;0;0;0;0;0;0;648;356;124;65;54;18;33;31;10;1771;19;0;0;0;0;0;0;0;0;0;1110;0;0;0;0;0;0;648;356;124;65;54;18;33;31;244;2004;1084;540;249;3;1941;0;394;80;0.0006688963210702341;1;2001-09-20 12:59:35;1000990775;5;12
155;1222;970;5909;8;19;0;249;1.2037133437445775;2016;7;2;1;0;0;0;0;1;0;0;2151;0;0;0;0;0;0;717;467;263;85;33;11;3;6;17;2016;7;2;1;0;0;0;0;1;0;0;2151;0;0;0;0;0;0;717;467;263;85;33;11;3;6;258;3164;1387;705;129;7;1900;0;357;145;0.0011836320595197836;1;2001-09-20 13:04:35;1000991075;6;13
156;870;1453;4889;5;14;0;371;1.6414378209421745;1441;1;4;1;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;763;594;272;82;86;32;47;26;12;1441;1;4;1;0;0;0;0;0;0;0;1130;0;0;0;0;0;0;763;594;272;82;86;32;47;26;251;2635;736;486;394;5;1915;0;310;67;0.0010227040294538761;1;2001-09-20 13:09:35;1000991375;5;12
157;856;913;4392;5;13;0;260;1.3979470040582478;1586;0;1;0;0;0;0;0;0;0;0;1008;0;0;0;0;0;0;787;342;180;244;15;10;7;9;11;1586;0;1;0;0;0;0;0;0;0;0;1008;0;0;0;0;0;0;787;342;180;244;15;10;7;9;244;2255;951;479;183;5;1792;0;374;91;0.001138433515482696;1;2001-09-20 13:14:35;1000991675;3;9
158;1367;1180;5785;3;14;0;208;1.5754322111010008;1944;7;0;0;0;0;0;0;0;0;0;1506;0;0;0;0;0;0;694;569;173;401;156;9;34;2;10;1944;7;0;0;0;0;0;0;0;0;0;1506;0;0;0;0;0;0;694;569;173;401;156;9;34;2;308;2905;1243;831;190;2;1734;0;322;132;0.00034572169403630077;1;2001-09-20 13:19:35;1000991975;3;10
159;1778;2097;8722;4;22;0;481;1.6234680257250333;2777;45;34;10;0;0;4;6;0;0;1;2183;1;0;0;0;0;0;1456;942;324;169;86;39;87;77;20;2777;45;34;10;0;0;4;6;0;0;1;2183;1;0;0;0;0;0;1456;942;324;169;86;39;87;77;658;4814;1446;842;430;9;2810;0;406;479;0.0010318734235267141;1;2001-09-20 13:24:35;1000992275;4;11
160;1927;1497;8514;4;26;0;626;1.460238326848249;3240;1;1;0;0;0;0;0;3;6;1;1818;0;0;0;0;0;0;1257;887;515;335;77;55;17;11;19;3240;1;1;0;0;0;0;0;3;6;1;1818;0;0;0;0;0;0;1257;887;515;335;77;55;17;11;338;4600;2134;526;286;1;2891;0;428;963;0.00011745360582569885;1;2001-09-20 13:29:35;1000992575;4;11
161;1329;1354;7496;7;28;0;574;1.434680726420621;2792;1;1;3;1;1;0;1;5;5;1;1611;0;3;0;0;0;0;990;595;347;236;178;36;14;7;21;2792;1;1;3;1;1;0;1;5;5;1;1611;0;3;0;0;0;0;990;595;347;236;178;36;14;7;379;3531;1651;693;652;7;2600;0;376;183;0.0009328358208955224;1;2001-09-20 13:34:35;1000992875;5;12
162;1644;1972;9888;4;24;0;312;1.5135210872915792;1766;2;5;1;0;0;0;0;1;0;1;2825;0;0;0;0;0;0;1205;606;367;136;139;33;37;13;19;1766;2;5;1;0;0;0;0;1;0;1;2825;0;0;0;0;0;0;1205;606;367;136;139;33;37;13;246;4946;1084;549;2731;22;2708;0;490;926;0.0022240194096239383;1;2001-09-20 13:39:35;1000993175;4;15
163;2744;1256;9811;10;14;0;264;1.4148217441014448;1886;0;0;0;0;0;0;0;0;5;2;4855;2;0;1;0;0;0;1637;448;296;293;124;34;24;14;22;1886;0;0;0;0;0;0;0;0;5;2;4855;2;0;1;0;0;0;1637;448;296;293;124;34;24;14;246;7357;1232;522;158;2;2984;0;436;116;0.0002038528182652125;1;2001-09-20 13:44:35;1000993475;6;10
164;1834;2492;9480;11;28;0;711;1.557045479941893;3121;12;4;1;0;0;0;0;0;0;6;2664;10;2;0;4;4;2;1316;767;341;322;180;60;104;29;25;3121;12;4;1;0;0;0;0;0;0;6;2664;10;2;0;4;4;2;1316;767;341;322;180;60;104;29;473;5066;1736;963;488;10;3048;0;509;187;0.0010548523206751054;1;2001-09-20 13:49:35;1000993775;6;11
165;2185;1242;9190;4;15;0;1366;1.483190883190883;2878;53;13;0;0;0;0;0;0;0;0;2767;0;0;0;0;0;0;1322;834;502;218;88;43;11;46;11;2878;53;13;0;0;0;0;0;0;0;0;2767;0;0;0;0;0;0;1322;834;502;218;88;43;11;46;175;5678;1287;269;399;10;3000;0;355;1123;0.001088139281828074;1;2001-09-20 13:54:35;1000994075;4;10
166;662;1083;4487;3;13;0;324;1.374473067915691;1732;4;10;0;0;0;0;0;2;7;1;1262;0;0;0;0;0;0;638;254;97;58;50;37;59;59;19;1732;4;10;0;0;0;0;0;2;7;1;1262;0;0;0;0;0;0;638;254;97;58;50;37;59;59;309;2169;967;501;184;9;1773;0;253;107;0.0020057945174949856;1;2001-09-20 13:59:35;1000994375;3;11
167;4541;1349;74435;3;17;0;461;1.636202548899339;2246;3;0;0;0;0;0;0;0;0;0;5456;0;0;0;0;0;0;4662;1218;447;242;295;58;44;2;10;2246;3;0;0;0;0;0;0;0;0;0;5456;0;0;0;0;0;0;4662;1218;447;242;295;58;44;2;430;8709;1225;3848;39636;1041;21646;50;1975;179;0.013982163004351797;1;2001-09-20 14:04:35;1000994675;3;10
168;2718;1129;12351;3;26;0;604;1.441320608718081;2081;2;0;3;0;0;0;0;5;3;0;2472;0;2;0;0;0;0;2073;672;159;109;98;64;11;0;21;2081;2;0;3;0;0;0;0;5;3;0;2472;0;2;0;0;0;0;2073;672;159;109;98;64;11;0;245;4508;1143;1254;201;24;3448;17;460;158;0.001941276389225916;1;2001-09-20 14:09:35;1000994975;3;10
169;1121;1153;6385;2;20;0;259;1.2638958437656485;2476;10;0;0;0;0;0;0;2;0;0;1576;0;0;0;0;0;0;1064;361;188;117;109;48;36;4;17;2476;10;0;0;0;0;0;0;2;0;0;1576;0;0;0;0;0;0;1064;361;188;117;109;48;36;4;450;3057;1654;571;354;1;2490;6;367;152;0.00015661707126076742;1;2001-09-20 14:14:35;1000995275;2;11
170;1150;2103;12399;3;16;0;803;1.2035105149859249;3048;3;2;1;0;0;0;0;0;0;0;5890;0;0;0;0;0;0;1954;594;262;165;109;39;7;4;12;3048;3;2;1;0;0;0;0;0;0;0;5890;0;0;0;0;0;0;1954;594;262;165;109;39;7;4;463;7402;1667;1743;237;35;4152;1;411;240;0.002822808290991209;1;2001-09-20 14:19:35;1000995575;3;10
171;3333;3574;13398;3;23;0;398;1.4151465798045602;2913;34;19;5;4;12;4;4;4;6;0;5618;0;0;0;0;0;0;2296;619;259;141;135;85;62;60;18;2913;34;19;5;4;12;4;4;4;6;0;5618;0;0;0;0;0;0;2296;619;259;141;135;85;62;60;488;8776;1913;705;1075;75;4369;4;470;202;0.005596179674675421;1;2001-09-20 14:24:35;1000995875;3;9
172;930;1286;6013;5;14;0;375;1.2233009708737863;2334;32;4;0;0;0;0;0;0;0;0;1569;0;0;0;0;0;0;863;363;175;105;62;9;18;28;11;2334;32;4;0;0;0;0;0;0;0;0;1569;0;0;0;0;0;0;863;363;175;105;62;9;18;28;436;2849;1382;520;436;1;2538;0;534;267;0.00016605778811026238;1;2001-09-20 14:29:35;1000996175;5;10
173;2346;2295;12650;9;15;0;167;1.2937625754527162;3024;4;4;0;6;0;0;0;0;0;0;6241;0;0;0;0;0;0;1748;603;164;171;390;52;10;8;13;3024;4;4;0;6;0;0;0;0;0;0;6241;0;0;0;0;0;0;1748;603;164;171;390;52;10;8;393;6324;2297;3244;192;26;3704;7;439;125;0.0020553359683794467;1;2001-09-20 14:34:35;1000996475;7;10
174;2576;3332;14958;4;16;0;1042;1.2796570169918187;4963;6;19;15;11;0;0;0;0;0;0;4255;0;0;0;0;0;0;1565;815;284;168;446;129;34;2;13;4963;6;19;15;11;0;0;0;0;0;0;4255;0;0;0;0;0;0;1565;815;284;168;446;129;34;2;564;6810;3127;1169;2165;28;3816;20;489;169;0.0018719080090921247;1;2001-09-20 14:39:35;1000996775;4;10
175;916;911;5660;5;16;0;348;1.189967575815373;2266;3;0;5;0;0;0;0;0;0;0;1606;0;0;0;0;0;0;554;334;103;276;58;18;13;7;12;2266;3;0;5;0;0;0;0;0;0;0;1606;0;0;0;0;0;0;554;334;103;276;58;18;13;7;316;2635;1501;443;381;24;2344;4;304;99;0.004240282685512367;1;2001-09-20 14:44:35;1000997075;5;13
176;1412;2652;10794;5;12;0;536;1.1211589113257243;3892;5;0;0;0;0;0;0;0;0;0;3475;0;0;0;0;0;0;1637;681;264;214;60;20;2;1;10;3892;5;0;0;0;0;0;0;0;0;0;3475;0;0;0;0;0;0;1637;681;264;214;60;20;2;1;468;5932;2681;634;524;17;2797;0;501;162;0.0015749490457661664;1;2001-09-20 14:49:35;1000997375;5;10
